iter	Logloss
0	0.6733645262
1	0.6556961819
2	0.6371711713
3	0.6218634908
4	0.6066930342
5	0.5917694791
6	0.5813296576
7	0.5684006848
8	0.5557800811
9	0.5450132253
10	0.5342168565
11	0.5249215915
12	0.516180885
13	0.5071316585
14	0.4986591246
15	0.4900245818
16	0.4842717207
17	0.4765956938
18	0.4713721941
19	0.4644969317
20	0.4589079767
21	0.4530411371
22	0.4487007177
23	0.444193323
24	0.4401776419
25	0.4363218649
26	0.4317727216
27	0.4273423553
28	0.4238180453
29	0.4218744558
30	0.4180955141
31	0.414916014
32	0.4114674163
33	0.4091451677
34	0.4065140189
35	0.404507756
36	0.4018173453
37	0.4002575604
38	0.397288037
39	0.3952553193
40	0.3925686655
41	0.3904170873
42	0.3881385378
43	0.3861760778
44	0.3847946412
45	0.3831010668
46	0.38125105
47	0.3794498908
48	0.3778810764
49	0.3762490276
50	0.374708631
51	0.3732141316
52	0.3713554328
53	0.369745477
54	0.3687477435
55	0.3675310766
56	0.366588883
57	0.3650048547
58	0.3640608718
59	0.3632871052
60	0.3622595557
61	0.3614541385
62	0.3600819794
63	0.3594173576
64	0.3585254222
65	0.357759048
66	0.3568324163
67	0.3559629101
68	0.3549848707
69	0.3540666004
70	0.3531567537
71	0.3521840675
72	0.3514463194
73	0.350870492
74	0.3501293579
75	0.3497042798
76	0.3491097311
77	0.3485352078
78	0.3479723365
79	0.3472744913
80	0.3465077136
81	0.3457533072
82	0.3453383024
83	0.3448489955
84	0.3441613416
85	0.3438101501
86	0.3433872359
87	0.3430615557
88	0.3425108161
89	0.3421638375
90	0.341464526
91	0.3409989825
92	0.3405485617
93	0.34024413
94	0.3398264901
95	0.3393941832
96	0.3390918382
97	0.3387247208
98	0.3384562177
99	0.3380308852
100	0.3374767785
101	0.3369503837
102	0.3365691831
103	0.3362902888
104	0.3359769422
105	0.3356225257
106	0.3352630483
107	0.3349820407
108	0.3346582317
109	0.3344550427
110	0.3341509466
111	0.3338426231
112	0.3336226781
113	0.3332413743
114	0.3330331244
115	0.3327334262
116	0.3323272943
117	0.3320900219
118	0.3318412595
119	0.3315068738
120	0.3312418775
121	0.3309855065
122	0.3306430473
123	0.3304146072
124	0.3301984755
125	0.3300361616
126	0.3296366945
127	0.3293109614
128	0.3289549777
129	0.3287857116
130	0.3285073467
131	0.328254377
132	0.327822582
133	0.3275921523
134	0.327248932
135	0.3270473094
136	0.3268848675
137	0.3266374665
138	0.3264762956
139	0.3261890342
140	0.3258425973
141	0.3256103885
142	0.3254026929
143	0.3252063542
144	0.324931565
145	0.3246862438
146	0.3244605787
147	0.32427296
148	0.3240935784
149	0.3239399384
150	0.323779574
151	0.3235860159
152	0.3234131222
153	0.3231469458
154	0.3228930869
155	0.3226749358
156	0.3225919747
157	0.3223996533
158	0.3222106855
159	0.3220086751
160	0.3217922891
161	0.3215881467
162	0.3215691751
163	0.3214023824
164	0.3212556947
165	0.3210081798
166	0.3208119015
167	0.3206989914
168	0.320520975
169	0.3204016689
170	0.3202308141
171	0.3200695923
172	0.3199314718
173	0.3197953052
174	0.3196470373
175	0.3194902578
176	0.3192500736
177	0.3189939289
178	0.3187611115
179	0.3185455531
180	0.3183942435
181	0.3182235716
182	0.318077158
183	0.3178420115
184	0.3176212205
185	0.3175141905
186	0.3173074842
187	0.3172036612
188	0.3170011962
189	0.3168635115
190	0.3166341958
191	0.3165395312
192	0.3164325853
193	0.3163335046
194	0.3162138968
195	0.3160726035
196	0.3159151958
197	0.315724469
198	0.3155426992
199	0.3154147915
200	0.3152405352
201	0.3151345772
202	0.3149698889
203	0.3148733822
204	0.3146756057
205	0.3145495693
206	0.3143826972
207	0.3141878643
208	0.3140131205
209	0.3138783228
210	0.3138137802
211	0.3136462429
212	0.3134321635
213	0.31326464
214	0.3131094586
215	0.3128759481
216	0.3127763094
217	0.3126358028
218	0.3125196985
219	0.3123355589
220	0.3122625644
221	0.3121566416
222	0.3119852709
223	0.3118051108
224	0.3116949454
225	0.3115271016
226	0.3114032732
227	0.3111854313
228	0.3111177952
229	0.3110204576
230	0.3108788219
231	0.3107419285
232	0.3106333731
233	0.310561533
234	0.3104186636
235	0.3103587792
236	0.310223304
237	0.3101160026
238	0.3099972356
239	0.3098846524
240	0.3098170927
241	0.3096908763
242	0.3095857946
243	0.3093950258
244	0.3093160355
245	0.3091801645
246	0.3090798939
247	0.3090105509
248	0.3089391665
249	0.3087821005
250	0.3086396179
251	0.3084457364
252	0.3083046608
253	0.3081971297
254	0.3080501105
255	0.3079605458
256	0.3078869108
257	0.3077616899
258	0.3076055543
259	0.3074683063
260	0.307394452
261	0.3072267027
262	0.3070588817
263	0.306998578
264	0.3069062411
265	0.3067410976
266	0.3065005994
267	0.30638642
268	0.3062699297
269	0.3061258624
270	0.3059984825
271	0.3058755837
272	0.3057942367
273	0.3056935234
274	0.3055517507
275	0.3053826216
276	0.3052807094
277	0.3051657459
278	0.3049952859
279	0.3049154984
280	0.3047734304
281	0.3046553803
282	0.3045278207
283	0.3044426539
284	0.3042896216
285	0.3041938812
286	0.304041742
287	0.3038522199
288	0.3037871653
289	0.303658954
290	0.3035490918
291	0.3034668851
292	0.30341298
293	0.3032621714
294	0.3031939777
295	0.3030926618
296	0.3029509022
297	0.3028297023
298	0.3027217077
299	0.302571634
300	0.3024337078
301	0.3022584107
302	0.3021944806
303	0.3021164663
304	0.3019273193
305	0.3018318772
306	0.301708422
307	0.3015694265
308	0.3014268513
309	0.3013174752
310	0.3012499014
311	0.3011204962
312	0.3010331057
313	0.3008408623
314	0.3007074777
315	0.3006242453
316	0.3004109047
317	0.3002903579
318	0.3002158023
319	0.3001344609
320	0.3000011198
321	0.2998561091
322	0.2997229656
323	0.2996264543
324	0.2995458538
325	0.2994323394
326	0.299361728
327	0.2992275125
328	0.2991532675
329	0.2990659913
330	0.2988844253
331	0.2987486104
332	0.298625109
333	0.2984997403
334	0.298414465
335	0.298312754
336	0.2981682603
337	0.2980944051
338	0.2978659937
339	0.2977490189
340	0.2976245276
341	0.2974814704
342	0.2974162186
343	0.2972546467
344	0.2971327812
345	0.2970094127
346	0.2969537321
347	0.2968233907
348	0.2967044792
349	0.2966016988
350	0.296525433
351	0.2964314546
352	0.2963477037
353	0.2962464304
354	0.2961248402
355	0.2959819287
356	0.2959056251
357	0.2958401685
358	0.2957134185
359	0.2956568109
360	0.2955924419
361	0.295442482
362	0.2953601808
363	0.29519611
364	0.2950602509
365	0.2949574784
366	0.2947743673
367	0.2945295264
368	0.294420414
369	0.2943269803
370	0.2942339492
371	0.2941069555
372	0.2940230634
373	0.2939010684
374	0.2938040238
375	0.2937175835
376	0.2936355267
377	0.2934662323
378	0.2933659208
379	0.2931407342
380	0.2930000288
381	0.2928071576
382	0.2926394006
383	0.2925458325
384	0.2924379649
385	0.2923076576
386	0.2921895478
387	0.292077582
388	0.2919532807
389	0.2918515435
390	0.2917422018
391	0.2916593591
392	0.2915822786
393	0.2915118872
394	0.2914214911
395	0.291326443
396	0.2912312202
397	0.2911891888
398	0.2910819123
399	0.2909412733
400	0.2908481918
401	0.2906941478
402	0.2906396176
403	0.2905057494
404	0.2904216998
405	0.290329791
406	0.2902656956
407	0.2901895687
408	0.2900723817
409	0.2899629623
410	0.2898653765
411	0.2897707248
412	0.2896662234
413	0.2895590367
414	0.2894935064
415	0.2893347799
416	0.2892379219
417	0.2891563304
418	0.2890297417
419	0.2889206117
420	0.2888233408
421	0.2886412194
422	0.2885303111
423	0.2883747921
424	0.2882138702
425	0.2881334497
426	0.2879904645
427	0.2878467505
428	0.2877402874
429	0.2876352539
430	0.2875191443
431	0.2874560293
432	0.2873579444
433	0.2872466461
434	0.2871601814
435	0.2870766383
436	0.2869236003
437	0.2868609656
438	0.2867833947
439	0.2866836235
440	0.2865826546
441	0.286463062
442	0.2863698438
443	0.2862068009
444	0.2861241182
445	0.2859861973
446	0.2858138063
447	0.285742186
448	0.2856507391
449	0.2855331956
450	0.2854734982
451	0.2853632429
452	0.2852125147
453	0.2850871744
454	0.2849898816
455	0.2848925536
456	0.2847379927
457	0.2846168236
458	0.2844945166
459	0.2843826504
460	0.2842872346
461	0.2841679135
462	0.2840044421
463	0.2838519635
464	0.2837304961
465	0.2836298458
466	0.2834829858
467	0.2833843362
468	0.2832944509
469	0.2831565639
470	0.2830453761
471	0.2829094145
472	0.2827530112
473	0.282656758
474	0.2825263241
475	0.2824404992
476	0.2823282625
477	0.2822259429
478	0.2820971906
479	0.2819961323
480	0.2818249315
481	0.2817083441
482	0.2816195296
483	0.2814697318
484	0.2813510784
485	0.2811933502
486	0.2810683616
487	0.2809940217
488	0.2808929724
489	0.2807588406
490	0.2806190571
491	0.2805502163
492	0.2804697136
493	0.2803961003
494	0.280270634
495	0.2801481163
496	0.2800355224
497	0.2799092765
498	0.2797975867
499	0.279692885
500	0.2795941154
501	0.2794945059
502	0.2793553592
503	0.279260681
504	0.2791894114
505	0.2791483889
506	0.2790777326
507	0.2789560257
508	0.2787748569
509	0.2786243952
510	0.2785149291
511	0.2783937768
512	0.2782718847
513	0.2781875234
514	0.2780366523
515	0.2779213116
516	0.2778235678
517	0.2777246988
518	0.2775870355
519	0.2774810139
520	0.2773332159
521	0.2772494456
522	0.2771655558
523	0.2770641999
524	0.2769696882
525	0.276879125
526	0.2767821716
527	0.2767198009
528	0.276661068
529	0.2765662287
530	0.2764537885
531	0.2763540748
532	0.2762810667
533	0.2761774889
534	0.2760757783
535	0.2759373032
536	0.275834212
537	0.2757311632
538	0.2756727511
539	0.2755962132
540	0.2755166553
541	0.2754138533
542	0.2753031212
543	0.2752059396
544	0.2750694333
545	0.2749664136
546	0.2748517602
547	0.2747268848
548	0.2746279085
549	0.2744968642
550	0.2744104192
551	0.2743253295
552	0.2742235513
553	0.2741602413
554	0.2740609198
555	0.2739518217
556	0.2738469217
557	0.2737868701
558	0.2736559768
559	0.2735710676
560	0.2734958437
561	0.2733825225
562	0.2732791826
563	0.273222285
564	0.2731419662
565	0.2730185228
566	0.2729188285
